Team #,CMP,Event,P(DCMP)
5851,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0983429
1661,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.484852
4171,2026cancmp,FIRST California Northern State Championship,0.237127
5171,2026cancmp,FIRST California Northern State Championship,0.468475
9271,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.181374
9471,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.00257393
1671,2026cancmp,FIRST California Northern State Championship,0.868007
6981,2026cancmp,FIRST California Northern State Championship,0.62054
8891,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.313009
2102,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.366228
9202,2026cancmp,FIRST California Northern State Championship,0.156722
5012,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.542376
3512,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.564497
4322,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.721612
1622,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.215573
6822,2026cancmp,FIRST California Northern State Championship,0.104603
7042,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.312675
1452,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.245198
9452,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
8852,2026cancmp,FIRST California Northern State Championship,0.535571
3952,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.230449
6662,2026cancmp,FIRST California Northern State Championship,0.182568
6962,2026cancmp,FIRST California Northern State Championship,0.34442
1072,2026cancmp,FIRST California Northern State Championship,0.703598
6072,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.215573
9772,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
1972,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.245198
3482,2026cancmp,FIRST California Northern State Championship,0.356347
7413,2026cancmp,FIRST California Northern State Championship,0.62054
2813,2026cancmp,FIRST California Northern State Championship,0.735019
4123,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.664333
1323,2026cancmp,FIRST California Northern State Championship,0.858358
7323,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.198839
8033,2026cancmp,FIRST California Northern State Championship,0.873104
8533,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.11288
2543,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.637035
2643,2026cancmp,FIRST California Northern State Championship,0.303115
4643,2026cancmp,FIRST California Northern State Championship,0.156722
3863,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
2073,2026cancmp,FIRST California Northern State Championship,0.572568
2473,2026cancmp,FIRST California Northern State Championship,0.62054
3473,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
9573,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.128138
4973,2026cancmp,FIRST California Northern State Championship,0.104603
8793,2026cancmp,FIRST California Northern State Championship,0.237127
5104,2026cancmp,FIRST California Northern State Championship,0.59974
2204,2026cancmp,FIRST California Northern State Championship,0.70081
2404,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.198839
8404,2026cancmp,FIRST California Northern State Championship,0.187357
3704,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.251117
4904,2026cancmp,FIRST California Northern State Championship,0.34442
6904,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.165013
9114,2026cancmp,FIRST California Northern State Championship,0.169395
4414,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.859626
5514,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.326607
6814,2026cancmp,FIRST California Northern State Championship,0.231763
5124,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.743484
5924,2026cancmp,FIRST California Northern State Championship,0.62054
6934,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.215573
1854,2026cancmp,FIRST California Northern State Championship,0.294714
2854,2026cancmp,FIRST California Northern State Championship,0.356347
6764,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
4964,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.198839
5274,2026cancmp,FIRST California Northern State Championship,0.20382
5474,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.244947
9084,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.245198
2584,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
9584,2026cancmp,FIRST California Northern State Championship,0.62054
6884,2026cancmp,FIRST California Northern State Championship,0.11982
2984,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
4984,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.368137
6305,2026cancmp,FIRST California Northern State Championship,0.62054
9505,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.11288
5805,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
4415,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.865842
7415,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.102431
1515,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.169679
6515,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
9615,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.128138
5025,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
9125,2026cancmp,FIRST California Northern State Championship,0.11982
3925,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0998592
2035,2026cancmp,FIRST California Northern State Championship,0.70818
2135,2026cancmp,FIRST California Northern State Championship,0.59974
4135,2026cancmp,FIRST California Northern State Championship,0.169395
5835,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.314699
3045,2026cancmp,FIRST California Northern State Championship,0.237127
8045,2026cancmp,FIRST California Northern State Championship,0.11982
7245,2026cancmp,FIRST California Northern State Championship,0.117957
3255,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
4255,2026cancmp,FIRST California Northern State Championship,0.444633
6665,2026cancmp,FIRST California Northern State Championship,0.714038
4765,2026cancmp,FIRST California Northern State Championship,0.169395
3965,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.198839
5285,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.243621
2485,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
6885,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.102431
3295,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.00182078
6695,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.165013
6995,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.925814
8006,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.165354
6506,2026cancmp,FIRST California Northern State Championship,0.11982
9706,2026cancmp,FIRST California Northern State Championship,0.13571
8016,2026cancmp,FIRST California Northern State Championship,0.430536
5026,2026cancmp,FIRST California Northern State Championship,0.872721
6036,2026cancmp,FIRST California Northern State Championship,0.502506
5136,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
1836,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.484852
3256,2026cancmp,FIRST California Northern State Championship,0.78187
4276,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.245198
3476,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.692737
4186,2026cancmp,FIRST California Northern State Championship,0.34442
9696,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.304976
5507,2026cancmp,FIRST California Northern State Championship,0.60472
7607,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
5817,2026cancmp,FIRST California Northern State Championship,0.62054
5027,2026cancmp,FIRST California Northern State Championship,0.11982
7327,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.245198
2827,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.00943897
5137,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.555123
7137,2026cancmp,FIRST California Northern State Championship,0.505761
2637,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.245198
7447,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.102431
3647,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
7157,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
3257,2026cancmp,FIRST California Northern State Championship,0.62054
6657,2026cancmp,FIRST California Northern State Championship,0.237127
1857,2026cancmp,FIRST California Northern State Championship,0.62054
5857,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.315151
2367,2026cancmp,FIRST California Northern State Championship,0.121922
7667,2026cancmp,FIRST California Northern State Championship,0.20382
1967,2026cancmp,FIRST California Northern State Championship,0.621419
7777,2026cancmp,FIRST California Northern State Championship,0.187357
1197,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.928873
3408,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.198839
9408,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.903349
6418,2026cancmp,FIRST California Northern State Championship,0.488451
6918,2026cancmp,FIRST California Northern State Championship,0.294714
3128,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.245198
3328,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
7528,2026cancmp,FIRST California Northern State Championship,0.0942811
5728,2026cancmp,FIRST California Northern State Championship,0.185686
9038,2026cancmp,FIRST California Northern State Championship,0.430536
1138,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
6238,2026cancmp,FIRST California Northern State Championship,0.703598
1538,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.904423
4738,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.904423
8048,2026cancmp,FIRST California Northern State Championship,0.459664
1148,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
1458,2026cancmp,FIRST California Northern State Championship,0.62054
5458,2026cancmp,FIRST California Northern State Championship,0.385318
2658,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.128138
6658,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.244947
8768,2026cancmp,FIRST California Northern State Championship,0.385382
1868,2026cancmp,FIRST California Northern State Championship,0.48532
1678,2026cancmp,FIRST California Northern State Championship,0.62054
2288,2026cancmp,FIRST California Northern State Championship,0.48532
1388,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.834344
3598,2026cancmp,FIRST California Northern State Championship,0.62054
4698,2026cancmp,FIRST California Northern State Championship,0.59974
8898,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0998592
3309,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.503313
4019,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.245198
8119,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.570634
4419,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.4881
5419,2026cancmp,FIRST California Northern State Championship,0.760346
7419,2026cancmp,FIRST California Northern State Championship,0.62054
4619,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,9.97567e-07
6619,2026cancmp,FIRST California Northern State Championship,0.502506
4919,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.198619
2429,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.245198
2839,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.169679
3749,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.460273
6059,2026cancmp,FIRST California Northern State Championship,0.2982
1159,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
4159,2026cancmp,FIRST California Northern State Championship,0.503445
2659,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.502617
1759,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.00257393
3759,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
3669,2026cancmp,FIRST California Northern State Championship,0.0351504
4669,2026cancmp,FIRST California Northern State Championship,0.326338
5669,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.145058
5869,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.169679
4079,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.633961
5089,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.254174
3189,2026cancmp,FIRST California Northern State Championship,0.459664
2489,2026cancmp,FIRST California Northern State Championship,0.326338
5199,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.871579
5499,2026cancmp,FIRST California Northern State Championship,0.296053
4999,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.315151
10500,2026cancmp,FIRST California Northern State Championship,0.252267
11230,2026cancmp,FIRST California Northern State Championship,0.419311
11501,2026cancmp,FIRST California Northern State Championship,0.419311
10221,2026cancmp,FIRST California Northern State Championship,0.134532
11261,2026cancmp,FIRST California Northern State Championship,0.0632772
10281,2026cancmp,FIRST California Northern State Championship,0.171026
10212,2026cancmp,FIRST California Northern State Championship,0.298553
10252,2026cancmp,FIRST California Northern State Championship,0.68887
10372,2026cancmp,FIRST California Northern State Championship,0.252267
10392,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0414323
11243,2026cancmp,FIRST California Northern State Championship,0.419311
11463,2026cancmp,FIRST California Northern State Championship,0.419311
11024,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.432897
10644,2026cancmp,FIRST California Northern State Championship,0.25134
11274,2026cancmp,FIRST California Northern State Championship,0.419311
10615,2026cancmp,FIRST California Northern State Championship,0.303326
10625,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.000563156
10336,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.265234
10936,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.432897
10166,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.289761
10586,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.265234
11096,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.432897
11296,2026cancmp,FIRST California Northern State Championship,0.419311
10147,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.702585
11247,2026cancmp,FIRST California Northern State Championship,0.419311
10658,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.265234
10339,2026cancmp,FIRST California Northern State Championship,0.332385
10059,2026cancmp,FIRST California Northern State Championship,0.68887
11459,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0702922
61,2026necmp,New England FIRST District Championship,0.673471
95,2026necmp,New England FIRST District Championship,0.782733
97,2026necmp,New England FIRST District Championship,0.304548
58,2026necmp,New England FIRST District Championship,0.705604
78,2026necmp,New England FIRST District Championship,0.825345
88,2026necmp,New England FIRST District Championship,0.851946
69,2026necmp,New England FIRST District Championship,0.470492
230,2026necmp,New England FIRST District Championship,0.867727
190,2026necmp,New England FIRST District Championship,0.673471
501,2026necmp,New England FIRST District Championship,0.575584
811,2026necmp,New England FIRST District Championship,0.165481
131,2026necmp,New England FIRST District Championship,0.601724
151,2026necmp,New England FIRST District Championship,0.431337
571,2026necmp,New England FIRST District Championship,0.765447
181,2026necmp,New England FIRST District Championship,0.463401
172,2026necmp,New England FIRST District Championship,0.673471
133,2026necmp,New England FIRST District Championship,0.901446
663,2026necmp,New England FIRST District Championship,0.622303
173,2026necmp,New England FIRST District Championship,0.431337
125,2026necmp,New England FIRST District Championship,0.885298
155,2026necmp,New England FIRST District Championship,0.672304
175,2026necmp,New England FIRST District Championship,0.622303
195,2026necmp,New England FIRST District Championship,0.906458
716,2026necmp,New England FIRST District Championship,0.187527
126,2026necmp,New England FIRST District Championship,0.346077
236,2026necmp,New England FIRST District Championship,0.559968
246,2026necmp,New England FIRST District Championship,0.508074
166,2026necmp,New England FIRST District Championship,0.782733
176,2026necmp,New England FIRST District Championship,0.876989
237,2026necmp,New England FIRST District Championship,0.48795
157,2026necmp,New England FIRST District Championship,0.622303
467,2026necmp,New England FIRST District Championship,0.765447
177,2026necmp,New England FIRST District Championship,0.526961
228,2026necmp,New England FIRST District Championship,0.575584
138,2026necmp,New England FIRST District Championship,0.784855
238,2026necmp,New England FIRST District Championship,0.431337
348,2026necmp,New England FIRST District Championship,0.23174
558,2026necmp,New England FIRST District Championship,0.346077
178,2026necmp,New England FIRST District Championship,0.296626
509,2026necmp,New England FIRST District Championship,0.526961
319,2026necmp,New England FIRST District Championship,0.359045
429,2026necmp,New England FIRST District Championship,0.470492
839,2026necmp,New England FIRST District Championship,0.751951
999,2026necmp,New England FIRST District Championship,0.537448
5000,2026necmp,New England FIRST District Championship,0.491643
1100,2026necmp,New England FIRST District Championship,0.709019
8410,2026necmp,New England FIRST District Championship,0.673471
9710,2026necmp,New England FIRST District Championship,0.526961
6620,2026necmp,New England FIRST District Championship,0.622303
1740,2026necmp,New England FIRST District Championship,0.386847
1350,2026necmp,New England FIRST District Championship,0.242308
7760,2026necmp,New England FIRST District Championship,0.466116
2170,2026necmp,New England FIRST District Championship,0.23174
2370,2026necmp,New England FIRST District Championship,0.751951
6690,2026necmp,New England FIRST District Championship,0.304548
9101,2026necmp,New England FIRST District Championship,0.466315
6201,2026necmp,New England FIRST District Championship,0.751951
4311,2026necmp,New England FIRST District Championship,0.506902
8421,2026necmp,New England FIRST District Championship,0.0937418
1721,2026necmp,New England FIRST District Championship,0.477393
6731,2026necmp,New England FIRST District Championship,0.565752
4041,2026necmp,New England FIRST District Championship,0.673471
3461,2026necmp,New England FIRST District Championship,0.359045
1761,2026necmp,New England FIRST District Championship,0.137222
4761,2026necmp,New England FIRST District Championship,0.216721
1071,2026necmp,New England FIRST District Championship,0.622303
5491,2026necmp,New England FIRST District Championship,0.160401
6691,2026necmp,New England FIRST District Championship,0.673471
1991,2026necmp,New England FIRST District Championship,0.502294
5902,2026necmp,New England FIRST District Championship,0.622303
5112,2026necmp,New England FIRST District Championship,0.491007
1512,2026necmp,New England FIRST District Championship,0.561014
2712,2026necmp,New England FIRST District Championship,0.120016
5422,2026necmp,New England FIRST District Championship,0.622303
1922,2026necmp,New England FIRST District Championship,0.296626
5142,2026necmp,New England FIRST District Championship,0.860283
2342,2026necmp,New England FIRST District Championship,0.870255
2262,2026necmp,New England FIRST District Championship,0.187527
6762,2026necmp,New England FIRST District Championship,0.295897
5962,2026necmp,New England FIRST District Championship,0.622303
4572,2026necmp,New England FIRST District Championship,0.559968
3182,2026necmp,New England FIRST District Championship,0.622303
8013,2026necmp,New England FIRST District Championship,0.622303
2713,2026necmp,New England FIRST District Championship,0.706144
5813,2026necmp,New England FIRST District Championship,0.899119
8023,2026necmp,New England FIRST District Championship,0.673471
3323,2026necmp,New England FIRST District Championship,0.447942
2423,2026necmp,New England FIRST District Championship,0.600266
2523,2026necmp,New England FIRST District Championship,0.296626
3623,2026necmp,New England FIRST District Championship,0.622303
6333,2026necmp,New England FIRST District Championship,0.183651
6933,2026necmp,New England FIRST District Championship,0.463401
9443,2026necmp,New England FIRST District Championship,0.672304
1153,2026necmp,New England FIRST District Championship,0.867727
6153,2026necmp,New England FIRST District Championship,0.673471
7153,2026necmp,New England FIRST District Championship,0.722172
5563,2026necmp,New England FIRST District Championship,0.359456
1073,2026necmp,New England FIRST District Championship,0.784855
4473,2026necmp,New England FIRST District Championship,0.673471
9193,2026necmp,New England FIRST District Championship,0.123064
7314,2026necmp,New England FIRST District Championship,0.0946454
6324,2026necmp,New England FIRST District Championship,0.825345
8724,2026necmp,New England FIRST District Championship,0.447942
4034,2026necmp,New England FIRST District Championship,0.160401
3634,2026necmp,New England FIRST District Championship,0.296626
8544,2026necmp,New England FIRST District Championship,0.48795
9644,2026necmp,New England FIRST District Championship,0.622303
3654,2026necmp,New England FIRST District Championship,0.23174
2064,2026necmp,New England FIRST District Championship,0.622303
3464,2026necmp,New England FIRST District Championship,0.622303
4564,2026necmp,New England FIRST District Championship,0.673471
1474,2026necmp,New England FIRST District Championship,0.165481
7674,2026necmp,New England FIRST District Championship,0.277505
2084,2026necmp,New England FIRST District Championship,0.187527
5494,2026necmp,New England FIRST District Championship,0.237054
7694,2026necmp,New England FIRST District Championship,0.156473
3205,2026necmp,New England FIRST District Championship,0.300444
4905,2026necmp,New England FIRST District Championship,0.622303
4925,2026necmp,New England FIRST District Championship,0.346077
1735,2026necmp,New England FIRST District Championship,0.622303
5735,2026necmp,New England FIRST District Championship,0.431337
9055,2026necmp,New England FIRST District Championship,0.289
8085,2026necmp,New England FIRST District Championship,0.601724
2785,2026necmp,New England FIRST District Championship,0.295897
6895,2026necmp,New England FIRST District Championship,0.187527
8626,2026necmp,New England FIRST District Championship,0.581391
8046,2026necmp,New England FIRST District Championship,0.673471
3146,2026necmp,New England FIRST District Championship,0.502294
6346,2026necmp,New England FIRST District Championship,0.346077
4546,2026necmp,New England FIRST District Championship,0.466315
5746,2026necmp,New England FIRST District Championship,0.156473
9056,2026necmp,New England FIRST District Championship,0.123064
5856,2026necmp,New England FIRST District Championship,0.156473
3566,2026necmp,New England FIRST District Championship,0.622303
4176,2026necmp,New England FIRST District Championship,0.277505
2876,2026necmp,New England FIRST District Championship,0.359045
9096,2026necmp,New England FIRST District Championship,0.165481
1307,2026necmp,New England FIRST District Championship,0.673471
7407,2026necmp,New England FIRST District Championship,0.673471
7907,2026necmp,New England FIRST District Championship,0.673471
1027,2026necmp,New England FIRST District Championship,0.106287
7127,2026necmp,New England FIRST District Championship,0.600266
1247,2026necmp,New England FIRST District Championship,0.183186
5347,2026necmp,New England FIRST District Championship,0.622303
1757,2026necmp,New England FIRST District Championship,0.561014
2067,2026necmp,New England FIRST District Championship,0.346077
6367,2026necmp,New England FIRST District Championship,0.242288
3467,2026necmp,New England FIRST District Championship,0.622303
8567,2026necmp,New England FIRST District Championship,0.466315
1277,2026necmp,New England FIRST District Championship,0.431337
2877,2026necmp,New England FIRST District Championship,0.908253
5687,2026necmp,New England FIRST District Championship,0.673471
3597,2026necmp,New England FIRST District Championship,0.673471
8708,2026necmp,New England FIRST District Championship,0.622303
6328,2026necmp,New England FIRST District Championship,0.622303
4628,2026necmp,New England FIRST District Championship,0.183651
4048,2026necmp,New England FIRST District Championship,0.625074
2648,2026necmp,New England FIRST District Championship,0.673471
1058,2026necmp,New England FIRST District Championship,0.672304
3958,2026necmp,New England FIRST District Championship,0.0937418
2168,2026necmp,New England FIRST District Championship,0.327612
1768,2026necmp,New England FIRST District Championship,0.622303
8709,2026necmp,New England FIRST District Championship,0.279115
4909,2026necmp,New England FIRST District Championship,0.622303
1119,2026necmp,New England FIRST District Championship,0.622303
3719,2026necmp,New England FIRST District Championship,0.137222
6329,2026necmp,New England FIRST District Championship,0.673471
1729,2026necmp,New England FIRST District Championship,0.48795
9729,2026necmp,New England FIRST District Championship,0.622303
5459,2026necmp,New England FIRST District Championship,0.561014
4169,2026necmp,New England FIRST District Championship,0.622303
2079,2026necmp,New England FIRST District Championship,0.386847
8889,2026necmp,New England FIRST District Championship,0.506902
1099,2026necmp,New England FIRST District Championship,0.622303
