Team #,CMP,Event,P(DCMP),P(CMP)
968,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0647167,0.00443474
649,2026cancmp,"FIRST California Northern State Championship",0.530998,0.0719902
589,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.468136
199,2026cancmp,"FIRST California Northern State Championship",0.0322561,0.00333144
399,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.647664,0.060635
599,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.984273,0.282337
6000,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0166108,0.000629964
9400,2026cancmp,"FIRST California Northern State Championship",0.98314,0.435439
5500,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0121326,0.000685275
1700,2026cancmp,"FIRST California Northern State Championship",0.184433,0.015584
5700,2026cancmp,"FIRST California Northern State Championship",0.353098,0.0425733
6410,2026cancmp,"FIRST California Northern State Championship",0.0103781,0.000804165
2710,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.0879917
3020,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0441871,0.00174366
6220,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.688456,0.0775656
9520,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0580227,0.00290948
7230,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.51439,0.0482559
5430,2026cancmp,"FIRST California Northern State Championship",0.00193222,0.00011529
9730,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.155371,0.00977397
8840,2026cancmp,"FIRST California Northern State Championship",0.134069,0.0115014
5940,2026cancmp,"FIRST California Northern State Championship",1,0.981518
6060,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.836158,0.142131
8060,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0580227,0.00290948
1160,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.829875,0.111535
4160,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
6560,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.397988,0.0346181
5760,2026cancmp,"FIRST California Northern State Championship",0.771098,0.13483
4470,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0580227,0.00290948
9470,2026cancmp,"FIRST California Northern State Championship",1,0.965973
8870,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0647167,0.00443474
3970,2026cancmp,"FIRST California Northern State Championship",1,0.513858
1280,2026cancmp,"FIRST California Northern State Championship",0,0
4990,2026cancmp,"FIRST California Northern State Championship",0.636992,0.0359281
4201,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.752468
3501,2026cancmp,"FIRST California Northern State Championship",0.615871,0.0882517
4501,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0441871,0.00174366
9111,2026cancmp,"FIRST California Northern State Championship",0.182475,0.0203706
4711,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
8521,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.00683077,0.000196895
2141,2026cancmp,"FIRST California Northern State Championship",0.0156941,0.00104705
4141,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.359919,0.0561891
3341,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0580227,0.00290948
1351,2026cancmp,"FIRST California Northern State Championship",0.299664,0.0309186
2551,2026cancmp,"FIRST California Northern State Championship",0.530998,0.0719902
8751,2026cancmp,"FIRST California Northern State Championship",0,0
5851,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0760113,0.00413552
1661,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.00595887,1.75958e-05
4171,2026cancmp,"FIRST California Northern State Championship",0.591994,0.0922219
5171,2026cancmp,"FIRST California Northern State Championship",0.356996,0.0436679
9271,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.269486,0.0185453
9471,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",4.10956e-05,1.2135e-07
1671,2026cancmp,"FIRST California Northern State Championship",1,0.101378
6981,2026cancmp,"FIRST California Northern State Championship",0,0
8891,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0580227,0.00290948
2102,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.820962
9202,2026cancmp,"FIRST California Northern State Championship",0.113262,0.0117249
5012,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.35601,0.0275712
3512,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.999191,0.435869
4322,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.781603,0.0941195
1622,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0441062,0.00210258
6822,2026cancmp,"FIRST California Northern State Championship",0.00540475,0.000364988
7042,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.902833,0.207311
1452,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0580227,0.00290948
9452,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.373473
8852,2026cancmp,"FIRST California Northern State Championship",0.231456,0.0234019
3952,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.212773,0.0271684
6662,2026cancmp,"FIRST California Northern State Championship",0.715372,0.137698
6962,2026cancmp,"FIRST California Northern State Championship",0.966867,0.343694
1072,2026cancmp,"FIRST California Northern State Championship",0.688263,0.106502
6072,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0441062,0.00210258
9772,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0580227,0.00290948
1972,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
3482,2026cancmp,"FIRST California Northern State Championship",0.00193222,0.00011529
7413,2026cancmp,"FIRST California Northern State Championship",0.449875,0.0538007
2813,2026cancmp,"FIRST California Northern State Championship",0.591994,0.0922219
4123,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.995738,0.344882
1323,2026cancmp,"FIRST California Northern State Championship",1,0.935546
7323,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0580227,0.00290948
8033,2026cancmp,"FIRST California Northern State Championship",1,0.425977
8533,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0647167,0.00443474
2543,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.51439,0.0482559
2643,2026cancmp,"FIRST California Northern State Championship",0.299664,0.0309186
4643,2026cancmp,"FIRST California Northern State Championship",4.3554e-08,4.23842e-09
3863,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.00934305,0.000508846
2073,2026cancmp,"FIRST California Northern State Championship",0.356996,0.0436679
2473,2026cancmp,"FIRST California Northern State Championship",0.353098,0.0425733
3473,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0121326,0.000685275
9573,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0166108,0.000629964
4973,2026cancmp,"FIRST California Northern State Championship",0.0156941,0.00104705
8793,2026cancmp,"FIRST California Northern State Championship",0.992091,0.433943
5104,2026cancmp,"FIRST California Northern State Championship",0.992091,0.433943
2204,2026cancmp,"FIRST California Northern State Championship",0.924945,0.208895
2404,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.179657,0.0197052
8404,2026cancmp,"FIRST California Northern State Championship",0.000367372,1.7203e-05
3704,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.136393,0.00721321
4904,2026cancmp,"FIRST California Northern State Championship",0.182475,0.0203706
6904,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.00934305,0.000508846
9114,2026cancmp,"FIRST California Northern State Championship",0.0185847,0.00155821
4414,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.935546
5514,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.787229,0.0990696
6814,2026cancmp,"FIRST California Northern State Championship",0.871389,0.243741
5124,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0441871,0.00174366
5924,2026cancmp,"FIRST California Northern State Championship",0.356996,0.0436679
6934,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.403517,0.0307598
1854,2026cancmp,"FIRST California Northern State Championship",0.00193222,0.00011529
2854,2026cancmp,"FIRST California Northern State Championship",0.299664,0.0309186
6764,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
4964,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0647167,0.00443474
5274,2026cancmp,"FIRST California Northern State Championship",0.0744732,0.00498019
5474,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.836158,0.142131
9084,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.549524,0.0508103
2584,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.121055
9584,2026cancmp,"FIRST California Northern State Championship",0.530998,0.0719902
6884,2026cancmp,"FIRST California Northern State Championship",0.449875,0.0538007
2984,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.849339,0.0219405
4984,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.269486,0.0185453
6305,2026cancmp,"FIRST California Northern State Championship",0.591994,0.0922219
9505,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0369959,0.00197109
5805,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.836158,0.142131
4415,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.549524,0.0508103
7415,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.743051
1515,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0121326,0.000685275
6515,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.281986,0.011425
9615,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0369959,0.00197109
5025,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
9125,2026cancmp,"FIRST California Northern State Championship",0.0721176,0.00475515
3925,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.46856,0.0367672
2035,2026cancmp,"FIRST California Northern State Championship",0.182475,0.0203706
2135,2026cancmp,"FIRST California Northern State Championship",0.636698,0.0972692
4135,2026cancmp,"FIRST California Northern State Championship",0.134069,0.0115014
5835,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0441871,0.00174366
3045,2026cancmp,"FIRST California Northern State Championship",0.615871,0.0882517
8045,2026cancmp,"FIRST California Northern State Championship",0.00540475,0.000364988
7245,2026cancmp,"FIRST California Northern State Championship",0.00414701,0.000390229
3255,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.542751
4255,2026cancmp,"FIRST California Northern State Championship",0.344177,0.0660945
6665,2026cancmp,"FIRST California Northern State Championship",0.895269,0.198748
4765,2026cancmp,"FIRST California Northern State Championship",0.134069,0.0115014
3965,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.284239,0.0238959
5285,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.688456,0.0775656
2485,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.178541
6885,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0369959,0.00197109
3295,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.000390755,1.01978e-05
6695,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.549524,0.0508103
6995,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.660481
8006,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0441871,0.00174366
6506,2026cancmp,"FIRST California Northern State Championship",0.353098,0.0425733
9706,2026cancmp,"FIRST California Northern State Championship",0.0828603,0.00771067
8016,2026cancmp,"FIRST California Northern State Championship",0.615871,0.0882517
5026,2026cancmp,"FIRST California Northern State Championship",0.841321,0.204957
6036,2026cancmp,"FIRST California Northern State Championship",1,0.513858
5136,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.0523727
1836,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.647664,0.060635
3256,2026cancmp,"FIRST California Northern State Championship",1,0.522785
4276,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0166108,0.000629964
3476,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.935546
4186,2026cancmp,"FIRST California Northern State Championship",0.0322561,0.00333144
9696,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.00683077,0.000196895
5507,2026cancmp,"FIRST California Northern State Championship",0.449875,0.0538007
7607,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
5817,2026cancmp,"FIRST California Northern State Championship",1,0.72315
5027,2026cancmp,"FIRST California Northern State Championship",0,0
7327,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
2827,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
5137,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.589668,0.0547426
7137,2026cancmp,"FIRST California Northern State Championship",0.923811,0.216568
2637,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.935546
7447,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0915151,0.0130805
3647,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.158393
7157,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.549524,0.0508103
3257,2026cancmp,"FIRST California Northern State Championship",1,0.318378
6657,2026cancmp,"FIRST California Northern State Championship",0.231456,0.0234019
1857,2026cancmp,"FIRST California Northern State Championship",0.347855,0.0247992
5857,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0369959,0.00197109
2367,2026cancmp,"FIRST California Northern State Championship",0.00193222,0.00011529
7667,2026cancmp,"FIRST California Northern State Championship",0.966867,0.343694
1967,2026cancmp,"FIRST California Northern State Championship",0.0744732,0.00498019
7777,2026cancmp,"FIRST California Northern State Championship",0.130323,0.0178083
1197,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.787229,0.0990696
3408,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.35601,0.0275712
9408,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.916765
6418,2026cancmp,"FIRST California Northern State Championship",0.636698,0.0972692
6918,2026cancmp,"FIRST California Northern State Championship",0.00193222,0.00011529
3128,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.976444
3328,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0580227,0.00290948
7528,2026cancmp,"FIRST California Northern State Championship",0.00414701,0.000390229
5728,2026cancmp,"FIRST California Northern State Championship",0.00306506,0.000273127
9038,2026cancmp,"FIRST California Northern State Championship",0.413294,0.0482967
1138,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.277194
6238,2026cancmp,"FIRST California Northern State Championship",0.413294,0.0482967
1538,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.995738,0.344882
4738,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.549524,0.0508103
8048,2026cancmp,"FIRST California Northern State Championship",0.231456,0.0234019
1148,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.999191,0.435869
1458,2026cancmp,"FIRST California Northern State Championship",0.530998,0.0719902
5458,2026cancmp,"FIRST California Northern State Championship",0.299664,0.0309186
2658,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.984273,0.282337
6658,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.227643,0.0316885
8768,2026cancmp,"FIRST California Northern State Championship",0.279325,0.0565477
1868,2026cancmp,"FIRST California Northern State Championship",0.715372,0.137698
1678,2026cancmp,"FIRST California Northern State Championship",1,0.994077
2288,2026cancmp,"FIRST California Northern State Championship",0.0142302,0.00125506
1388,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.51439,0.0482559
3598,2026cancmp,"FIRST California Northern State Championship",1,0.123985
4698,2026cancmp,"FIRST California Northern State Championship",1,0.578371
8898,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0121326,0.000685275
3309,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.136393,0.00721321
4019,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
8119,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.247128
4419,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.836158,0.142131
5419,2026cancmp,"FIRST California Northern State Championship",0.413294,0.0482967
7419,2026cancmp,"FIRST California Northern State Championship",0.999998,0.391568
4619,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
6619,2026cancmp,"FIRST California Northern State Championship",0.00414701,0.000390229
4919,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0369959,0.00197109
2429,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.935302,0.246059
2839,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.00683077,0.000196895
3749,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.155371,0.00977397
6059,2026cancmp,"FIRST California Northern State Championship",0.125646,0.0121849
1159,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
4159,2026cancmp,"FIRST California Northern State Championship",0.0744732,0.00498019
2659,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.481158,0.0788669
1759,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
3759,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
3669,2026cancmp,"FIRST California Northern State Championship",0.0161968,0.00110711
4669,2026cancmp,"FIRST California Northern State Championship",0.00193222,0.00011529
5669,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0369959,0.00197109
5869,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0441871,0.00174366
4079,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.549524,0.0508103
5089,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.403517,0.0307598
3189,2026cancmp,"FIRST California Northern State Championship",0.356996,0.0436679
2489,2026cancmp,"FIRST California Northern State Championship",0.0124148,0.000481357
5199,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.999191,0.435869
5499,2026cancmp,"FIRST California Northern State Championship",0.0156941,0.00104705
4999,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.88869,0.190278
10500,2026cancmp,"FIRST California Northern State Championship",0.00715189,0.000732897
11230,2026cancmp,"FIRST California Northern State Championship",0.0242079,0.00150708
11501,2026cancmp,"FIRST California Northern State Championship",0.0341208,0.00282155
10221,2026cancmp,"FIRST California Northern State Championship",0.034778,0.00278745
11261,2026cancmp,"FIRST California Northern State Championship",0.0341208,0.00282155
10281,2026cancmp,"FIRST California Northern State Championship",0.381278,0.0463483
10212,2026cancmp,"FIRST California Northern State Championship",0.0166916,0.000995999
10252,2026cancmp,"FIRST California Northern State Championship",0.257056,0.0252865
10372,2026cancmp,"FIRST California Northern State Championship",0.034778,0.00278745
10392,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
11243,2026cancmp,"FIRST California Northern State Championship",0.34228,0.0339895
11463,2026cancmp,"FIRST California Northern State Championship",0.233255,0.022328
11024,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.751174,0.0792973
10644,2026cancmp,"FIRST California Northern State Championship",0.110559,0.00890325
11274,2026cancmp,"FIRST California Northern State Championship",0.292119,0.0319156
10615,2026cancmp,"FIRST California Northern State Championship",0.110559,0.00890325
10625,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
10336,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.241899,0.0278262
10936,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.125227,0.00692098
10166,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0635432,0.00375195
10586,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.30459,0.0238877
11096,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.258528,0.0184785
11296,2026cancmp,"FIRST California Northern State Championship",0.0784586,0.00547573
10147,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0635432,0.00375195
11247,2026cancmp,"FIRST California Northern State Championship",0.0388465,0.00243575
10658,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.241899,0.0278262
10339,2026cancmp,"FIRST California Northern State Championship",0.273278,0.0334435
10059,2026cancmp,"FIRST California Northern State Championship",0.214662,0.0199202
11459,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
61,2026necmp,"New England FIRST District Championship",0.670727,0.0136073
95,2026necmp,"New England FIRST District Championship",1,0.68255
97,2026necmp,"New England FIRST District Championship",0.0361277,0.000999089
58,2026necmp,"New England FIRST District Championship",0.817643,0.107751
78,2026necmp,"New England FIRST District Championship",1,0.0985254
88,2026necmp,"New England FIRST District Championship",0.895774,0.130837
69,2026necmp,"New England FIRST District Championship",0.655029,0.0567202
230,2026necmp,"New England FIRST District Championship",1,0.280593
190,2026necmp,"New England FIRST District Championship",1,0.65683
501,2026necmp,"New England FIRST District Championship",0.120076,0.00455043
811,2026necmp,"New England FIRST District Championship",0.364629,0.0241273
131,2026necmp,"New England FIRST District Championship",1,0.366446
151,2026necmp,"New England FIRST District Championship",0.324374,0.0186362
571,2026necmp,"New England FIRST District Championship",0.748275,0.073478
181,2026necmp,"New England FIRST District Championship",0.0361277,0.000999089
172,2026necmp,"New England FIRST District Championship",0.895774,0.130837
133,2026necmp,"New England FIRST District Championship",0.80747,0.0824542
663,2026necmp,"New England FIRST District Championship",0,0
173,2026necmp,"New England FIRST District Championship",1,0.106074
125,2026necmp,"New England FIRST District Championship",1,0.905569
155,2026necmp,"New England FIRST District Championship",0.655029,0.0567202
175,2026necmp,"New England FIRST District Championship",0.748275,0.073478
195,2026necmp,"New England FIRST District Championship",1,0.799791
716,2026necmp,"New England FIRST District Championship",0.0302312,0.0012223
126,2026necmp,"New England FIRST District Championship",0.0490945,0.00170825
236,2026necmp,"New England FIRST District Championship",0.99433,0.285144
246,2026necmp,"New England FIRST District Championship",0.655029,0.0567202
166,2026necmp,"New England FIRST District Championship",1,0.45087
176,2026necmp,"New England FIRST District Championship",1,0.97939
237,2026necmp,"New England FIRST District Championship",0.427538,0.0247591
157,2026necmp,"New England FIRST District Championship",0.608846,0.0430805
467,2026necmp,"New England FIRST District Championship",0.655029,0.0567202
177,2026necmp,"New England FIRST District Championship",0.364629,0.0241273
228,2026necmp,"New England FIRST District Championship",0.968252,0.163855
138,2026necmp,"New England FIRST District Championship",0.245853,0.0123738
238,2026necmp,"New England FIRST District Championship",1,0.645572
348,2026necmp,"New England FIRST District Championship",1,0.0985254
558,2026necmp,"New England FIRST District Championship",0.858411,0.10367
178,2026necmp,"New England FIRST District Championship",0.655029,0.0567202
509,2026necmp,"New England FIRST District Championship",0.655029,0.0567202
319,2026necmp,"New England FIRST District Championship",0.748275,0.073478
429,2026necmp,"New England FIRST District Championship",0.498147,0.0353339
839,2026necmp,"New England FIRST District Championship",0.80747,0.0824542
999,2026necmp,"New England FIRST District Championship",0.498147,0.0353339
5000,2026necmp,"New England FIRST District Championship",1,0.475386
1100,2026necmp,"New England FIRST District Championship",0.858411,0.10367
8410,2026necmp,"New England FIRST District Championship",0.245853,0.0123738
9710,2026necmp,"New England FIRST District Championship",0.997717,0.371612
6620,2026necmp,"New England FIRST District Championship",0,0
1740,2026necmp,"New England FIRST District Championship",0.0490945,0.00170825
1350,2026necmp,"New England FIRST District Championship",0.101617,0.00408387
7760,2026necmp,"New England FIRST District Championship",0.029495,0.00362423
2170,2026necmp,"New England FIRST District Championship",0.778272,0.0759929
2370,2026necmp,"New England FIRST District Championship",1,0.68255
6690,2026necmp,"New England FIRST District Championship",0.00720649,0.000281323
9101,2026necmp,"New England FIRST District Championship",0.0138154,0.000468286
6201,2026necmp,"New England FIRST District Championship",0.858411,0.10367
4311,2026necmp,"New England FIRST District Championship",0.54687,0.0383646
8421,2026necmp,"New England FIRST District Championship",0.0138154,0.000468286
1721,2026necmp,"New England FIRST District Championship",0.0361277,0.000999089
6731,2026necmp,"New England FIRST District Championship",0.0490945,0.00170825
4041,2026necmp,"New England FIRST District Championship",0.983626,0.231661
3461,2026necmp,"New England FIRST District Championship",0.101617,0.00408387
1761,2026necmp,"New England FIRST District Championship",0.0138154,0.000468286
4761,2026necmp,"New England FIRST District Championship",0.427538,0.0247591
1071,2026necmp,"New England FIRST District Championship",0.990916,0.0328662
5491,2026necmp,"New England FIRST District Championship",0.13069,0.017194
6691,2026necmp,"New England FIRST District Championship",0.054228,0.00290895
1991,2026necmp,"New England FIRST District Championship",0.0113934,0.000295955
5902,2026necmp,"New England FIRST District Championship",0.101617,0.00408387
5112,2026necmp,"New England FIRST District Championship",0.608846,0.0430805
1512,2026necmp,"New England FIRST District Championship",0.513087,0.109933
2712,2026necmp,"New England FIRST District Championship",0.00506877,9.84015e-05
5422,2026necmp,"New England FIRST District Championship",0.983626,0.231661
1922,2026necmp,"New England FIRST District Championship",0.968252,0.163855
5142,2026necmp,"New England FIRST District Championship",0.0328752,0.00111513
2342,2026necmp,"New England FIRST District Championship",0.198802,0.00948287
2262,2026necmp,"New England FIRST District Championship",0.0302312,0.0012223
6762,2026necmp,"New England FIRST District Championship",0.281694,0.0403885
5962,2026necmp,"New England FIRST District Championship",0.904226,0.153667
4572,2026necmp,"New England FIRST District Championship",0.817643,0.107751
3182,2026necmp,"New England FIRST District Championship",0.364629,0.0241273
