Team #,CMP,Event,P(DCMP),P(CMP)
2141,2026cancmp,"FIRST California Northern State Championship",0,0
4141,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
3341,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
1351,2026cancmp,"FIRST California Northern State Championship",0,0
2551,2026cancmp,"FIRST California Northern State Championship",0,0
8751,2026cancmp,"FIRST California Northern State Championship",0,0
5851,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
1661,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
4171,2026cancmp,"FIRST California Northern State Championship",0,0
5171,2026cancmp,"FIRST California Northern State Championship",0,0
9271,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
9471,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
1671,2026cancmp,"FIRST California Northern State Championship",1,0
6981,2026cancmp,"FIRST California Northern State Championship",0,0
8891,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
2102,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,1
9202,2026cancmp,"FIRST California Northern State Championship",0,0
5012,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.142857,0
3512,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
4322,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
1622,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
6822,2026cancmp,"FIRST California Northern State Championship",0,0
7042,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
1452,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
9452,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
8852,2026cancmp,"FIRST California Northern State Championship",0,0
3952,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.142857,0
6662,2026cancmp,"FIRST California Northern State Championship",0.5,0
6962,2026cancmp,"FIRST California Northern State Championship",1,0
1072,2026cancmp,"FIRST California Northern State Championship",1,0
6072,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
9772,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
1972,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
3482,2026cancmp,"FIRST California Northern State Championship",0,0
7413,2026cancmp,"FIRST California Northern State Championship",0,0
2813,2026cancmp,"FIRST California Northern State Championship",1,0
4123,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,1
1323,2026cancmp,"FIRST California Northern State Championship",1,1
7323,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
8033,2026cancmp,"FIRST California Northern State Championship",1,0
8533,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
2543,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
2643,2026cancmp,"FIRST California Northern State Championship",0,0
4643,2026cancmp,"FIRST California Northern State Championship",0,0
3863,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
2073,2026cancmp,"FIRST California Northern State Championship",1,0
2473,2026cancmp,"FIRST California Northern State Championship",0,0
3473,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
9573,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
4973,2026cancmp,"FIRST California Northern State Championship",0,0
8793,2026cancmp,"FIRST California Northern State Championship",1,0
5104,2026cancmp,"FIRST California Northern State Championship",1,0
2204,2026cancmp,"FIRST California Northern State Championship",1,0
2404,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
8404,2026cancmp,"FIRST California Northern State Championship",0,0
3704,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
4904,2026cancmp,"FIRST California Northern State Championship",0,0
6904,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
9114,2026cancmp,"FIRST California Northern State Championship",0,0
4414,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,1
5514,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
6814,2026cancmp,"FIRST California Northern State Championship",1,0
5124,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
5924,2026cancmp,"FIRST California Northern State Championship",0,0
6934,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
1854,2026cancmp,"FIRST California Northern State Championship",0,0
2854,2026cancmp,"FIRST California Northern State Championship",0,0
6764,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
4964,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
5274,2026cancmp,"FIRST California Northern State Championship",0,0
5474,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
9084,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
2584,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
9584,2026cancmp,"FIRST California Northern State Championship",0,0
6884,2026cancmp,"FIRST California Northern State Championship",0,0
2984,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
4984,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
6305,2026cancmp,"FIRST California Northern State Championship",1,0
9505,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
5805,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
4415,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
7415,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,1
1515,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
6515,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.142857,0
9615,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
5025,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
9125,2026cancmp,"FIRST California Northern State Championship",0,0
3925,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
2035,2026cancmp,"FIRST California Northern State Championship",0,0
2135,2026cancmp,"FIRST California Northern State Championship",1,0
4135,2026cancmp,"FIRST California Northern State Championship",1,0
5835,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
3045,2026cancmp,"FIRST California Northern State Championship",1,0
8045,2026cancmp,"FIRST California Northern State Championship",0,0
7245,2026cancmp,"FIRST California Northern State Championship",0,0
3255,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,1
4255,2026cancmp,"FIRST California Northern State Championship",0,0
6665,2026cancmp,"FIRST California Northern State Championship",1,0
4765,2026cancmp,"FIRST California Northern State Championship",0,0
3965,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
5285,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
2485,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
6885,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
3295,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
6695,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
6995,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,1
8006,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
6506,2026cancmp,"FIRST California Northern State Championship",0,0
9706,2026cancmp,"FIRST California Northern State Championship",0,0
8016,2026cancmp,"FIRST California Northern State Championship",0,0
5026,2026cancmp,"FIRST California Northern State Championship",1,1
6036,2026cancmp,"FIRST California Northern State Championship",1,1
5136,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
1836,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.142857,0
3256,2026cancmp,"FIRST California Northern State Championship",1,1
4276,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
3476,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,1
4186,2026cancmp,"FIRST California Northern State Championship",0,0
9696,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
5507,2026cancmp,"FIRST California Northern State Championship",1,1
7607,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
5817,2026cancmp,"FIRST California Northern State Championship",1,1
5027,2026cancmp,"FIRST California Northern State Championship",0,0
7327,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
2827,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
5137,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
7137,2026cancmp,"FIRST California Northern State Championship",1,0
2637,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,1
7447,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
3647,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
7157,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
3257,2026cancmp,"FIRST California Northern State Championship",1,0
6657,2026cancmp,"FIRST California Northern State Championship",0,0
1857,2026cancmp,"FIRST California Northern State Championship",0.5,0
5857,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
2367,2026cancmp,"FIRST California Northern State Championship",0,0
7667,2026cancmp,"FIRST California Northern State Championship",1,1
1967,2026cancmp,"FIRST California Northern State Championship",1,0
7777,2026cancmp,"FIRST California Northern State Championship",0,0
1197,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
3408,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
9408,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,1
6418,2026cancmp,"FIRST California Northern State Championship",1,0
6918,2026cancmp,"FIRST California Northern State Championship",0,0
3128,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,1
3328,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
7528,2026cancmp,"FIRST California Northern State Championship",0,0
5728,2026cancmp,"FIRST California Northern State Championship",0,0
9038,2026cancmp,"FIRST California Northern State Championship",0,0
1138,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
6238,2026cancmp,"FIRST California Northern State Championship",1,0
1538,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,1
4738,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
8048,2026cancmp,"FIRST California Northern State Championship",1,0
1148,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
1458,2026cancmp,"FIRST California Northern State Championship",0.5,0
5458,2026cancmp,"FIRST California Northern State Championship",0,0
2658,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
6658,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
8768,2026cancmp,"FIRST California Northern State Championship",0,0
1868,2026cancmp,"FIRST California Northern State Championship",1,0
1678,2026cancmp,"FIRST California Northern State Championship",1,1
2288,2026cancmp,"FIRST California Northern State Championship",0,0
1388,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
3598,2026cancmp,"FIRST California Northern State Championship",1,0
4698,2026cancmp,"FIRST California Northern State Championship",1,1
8898,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
3309,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
4019,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
8119,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
4419,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
5419,2026cancmp,"FIRST California Northern State Championship",1,0
7419,2026cancmp,"FIRST California Northern State Championship",1,0
4619,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
6619,2026cancmp,"FIRST California Northern State Championship",0,0
4919,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
2429,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
2839,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
3749,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
6059,2026cancmp,"FIRST California Northern State Championship",0,0
1159,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
4159,2026cancmp,"FIRST California Northern State Championship",0,0
2659,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,1
1759,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
3759,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
3669,2026cancmp,"FIRST California Northern State Championship",0,0
4669,2026cancmp,"FIRST California Northern State Championship",0,0
5669,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
5869,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
4079,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.142857,0
5089,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
3189,2026cancmp,"FIRST California Northern State Championship",0,0
2489,2026cancmp,"FIRST California Northern State Championship",0,0
5199,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,1
5499,2026cancmp,"FIRST California Northern State Championship",0,0
4999,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
10500,2026cancmp,"FIRST California Northern State Championship",0,0
11230,2026cancmp,"FIRST California Northern State Championship",0,0
11501,2026cancmp,"FIRST California Northern State Championship",0,0
10221,2026cancmp,"FIRST California Northern State Championship",0,0
11261,2026cancmp,"FIRST California Northern State Championship",0,0
10281,2026cancmp,"FIRST California Northern State Championship",0,0
10212,2026cancmp,"FIRST California Northern State Championship",0,0
10252,2026cancmp,"FIRST California Northern State Championship",0,0
10372,2026cancmp,"FIRST California Northern State Championship",0,0
10392,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
11243,2026cancmp,"FIRST California Northern State Championship",0,0
11463,2026cancmp,"FIRST California Northern State Championship",0,0
11024,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
10644,2026cancmp,"FIRST California Northern State Championship",0,0
11274,2026cancmp,"FIRST California Northern State Championship",0,0
10615,2026cancmp,"FIRST California Northern State Championship",0,0
10625,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
10336,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
10936,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
10166,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
10586,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0
11096,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
11296,2026cancmp,"FIRST California Northern State Championship",0,0
10147,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
11247,2026cancmp,"FIRST California Northern State Championship",0,0
10658,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
10339,2026cancmp,"FIRST California Northern State Championship",1,0
10059,2026cancmp,"FIRST California Northern State Championship",0,0
11459,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
61,2026necmp,"New England FIRST District Championship",1,0.0194769
95,2026necmp,"New England FIRST District Championship",1,0.439967
97,2026necmp,"New England FIRST District Championship",0,0
58,2026necmp,"New England FIRST District Championship",1,0.0441709
78,2026necmp,"New England FIRST District Championship",1,0.102612
88,2026necmp,"New England FIRST District Championship",1,0.359332
69,2026necmp,"New England FIRST District Championship",0,0
230,2026necmp,"New England FIRST District Championship",1,0.292886
190,2026necmp,"New England FIRST District Championship",1,0.960634
501,2026necmp,"New England FIRST District Championship",0,0
811,2026necmp,"New England FIRST District Championship",0,0
131,2026necmp,"New England FIRST District Championship",1,0.132924
151,2026necmp,"New England FIRST District Championship",1,0.0198735
571,2026necmp,"New England FIRST District Championship",1,0.535206
181,2026necmp,"New England FIRST District Championship",0,0
172,2026necmp,"New England FIRST District Championship",1,0.0997147
133,2026necmp,"New England FIRST District Championship",1,0.25863
663,2026necmp,"New England FIRST District Championship",0,0
173,2026necmp,"New England FIRST District Championship",1,0.109493
125,2026necmp,"New England FIRST District Championship",1,0.960634
155,2026necmp,"New England FIRST District Championship",1,0.0223006
175,2026necmp,"New England FIRST District Championship",1,0.0198735
195,2026necmp,"New England FIRST District Championship",1,0.982974
716,2026necmp,"New England FIRST District Championship",0,0
126,2026necmp,"New England FIRST District Championship",0,0
236,2026necmp,"New England FIRST District Championship",1,0.359332
246,2026necmp,"New England FIRST District Championship",0,0
166,2026necmp,"New England FIRST District Championship",1,0.535206
176,2026necmp,"New England FIRST District Championship",1,0.982974
237,2026necmp,"New England FIRST District Championship",0,0
157,2026necmp,"New England FIRST District Championship",0,0
467,2026necmp,"New England FIRST District Championship",0,0
177,2026necmp,"New England FIRST District Championship",1,0.112159
228,2026necmp,"New England FIRST District Championship",1,0.0344219
138,2026necmp,"New England FIRST District Championship",0,0
238,2026necmp,"New England FIRST District Championship",1,0.908087
348,2026necmp,"New England FIRST District Championship",1,0.102612
558,2026necmp,"New England FIRST District Championship",1,0.0441709
178,2026necmp,"New England FIRST District Championship",1,0.109493
509,2026necmp,"New England FIRST District Championship",1,0.0353883
319,2026necmp,"New England FIRST District Championship",1,0.09744
429,2026necmp,"New England FIRST District Championship",1,0.0353883
839,2026necmp,"New England FIRST District Championship",1,0.107697
999,2026necmp,"New England FIRST District Championship",0,0
5000,2026necmp,"New England FIRST District Championship",1,0.585821
1100,2026necmp,"New England FIRST District Championship",1,0.0997147
8410,2026necmp,"New England FIRST District Championship",0,0
9710,2026necmp,"New England FIRST District Championship",1,0.112159
6620,2026necmp,"New England FIRST District Championship",0,0
1740,2026necmp,"New England FIRST District Championship",0,0
1350,2026necmp,"New England FIRST District Championship",1,0.000331381
7760,2026necmp,"New England FIRST District Championship",0,0
2170,2026necmp,"New England FIRST District Championship",1,0.0553481
2370,2026necmp,"New England FIRST District Championship",1,0.734551
6690,2026necmp,"New England FIRST District Championship",0,0
9101,2026necmp,"New England FIRST District Championship",0,0
6201,2026necmp,"New England FIRST District Championship",1,0.0223006
4311,2026necmp,"New England FIRST District Championship",1,0.0272263
8421,2026necmp,"New England FIRST District Championship",0,0
1721,2026necmp,"New England FIRST District Championship",0,0
6731,2026necmp,"New England FIRST District Championship",0,0
4041,2026necmp,"New England FIRST District Championship",1,0.0272263
3461,2026necmp,"New England FIRST District Championship",0,0
1761,2026necmp,"New England FIRST District Championship",0,0
4761,2026necmp,"New England FIRST District Championship",1,0.0290233
1071,2026necmp,"New England FIRST District Championship",1,0.0353883
5491,2026necmp,"New England FIRST District Championship",0,0
6691,2026necmp,"New England FIRST District Championship",0,0
1991,2026necmp,"New England FIRST District Championship",0,0
5902,2026necmp,"New England FIRST District Championship",0,0
5112,2026necmp,"New England FIRST District Championship",1,0.0277842
1512,2026necmp,"New England FIRST District Championship",1,0.0365796
2712,2026necmp,"New England FIRST District Championship",0,0
5422,2026necmp,"New England FIRST District Championship",1,0.0654228
1922,2026necmp,"New England FIRST District Championship",1,0.292886
5142,2026necmp,"New England FIRST District Championship",0,0
2342,2026necmp,"New England FIRST District Championship",0,0
2262,2026necmp,"New England FIRST District Championship",0,0
6762,2026necmp,"New England FIRST District Championship",0,0
5962,2026necmp,"New England FIRST District Championship",1,0.0272263
4572,2026necmp,"New England FIRST District Championship",1,0.0441709
3182,2026necmp,"New England FIRST District Championship",0,0
8013,2026necmp,"New England FIRST District Championship",1,0.188172
2713,2026necmp,"New England FIRST District Championship",1,0.325511
5813,2026necmp,"New England FIRST District Championship",1,0.593581
8023,2026necmp,"New England FIRST District Championship",0,0
3323,2026necmp,"New England FIRST District Championship",1,0.0313476
2423,2026necmp,"New England FIRST District Championship",1,0.0553481
2523,2026necmp,"New England FIRST District Championship",0,0
3623,2026necmp,"New England FIRST District Championship",1,0.0441709
6333,2026necmp,"New England FIRST District Championship",0,0
6933,2026necmp,"New England FIRST District Championship",0,0
9443,2026necmp,"New England FIRST District Championship",0,0
1153,2026necmp,"New England FIRST District Championship",1,0.112159
6153,2026necmp,"New England FIRST District Championship",1,0.0223006
7153,2026necmp,"New England FIRST District Championship",1,0.0344219
5563,2026necmp,"New England FIRST District Championship",0,0
1073,2026necmp,"New England FIRST District Championship",1,0.366708
4473,2026necmp,"New England FIRST District Championship",1,0.0353883
9193,2026necmp,"New England FIRST District Championship",0,0
7314,2026necmp,"New England FIRST District Championship",0,0
6324,2026necmp,"New England FIRST District Championship",1,0.601469
8724,2026necmp,"New England FIRST District Championship",1,0.107697
4034,2026necmp,"New England FIRST District Championship",0,0
3634,2026necmp,"New England FIRST District Championship",0,0
8544,2026necmp,"New England FIRST District Championship",0,0.0261325
9644,2026necmp,"New England FIRST District Championship",1,0.0365796
3654,2026necmp,"New England FIRST District Championship",0,0
2064,2026necmp,"New England FIRST District Championship",0,0
3464,2026necmp,"New England FIRST District Championship",0,0
4564,2026necmp,"New England FIRST District Championship",1,0.0272263
1474,2026necmp,"New England FIRST District Championship",0,0
7674,2026necmp,"New England FIRST District Championship",1,0.0313476
2084,2026necmp,"New England FIRST District Championship",0,0
5494,2026necmp,"New England FIRST District Championship",0,0
7694,2026necmp,"New England FIRST District Championship",0,0
3205,2026necmp,"New England FIRST District Championship",0,0
4905,2026necmp,"New England FIRST District Championship",1,0.0223006
4925,2026necmp,"New England FIRST District Championship",0,0
1735,2026necmp,"New England FIRST District Championship",1,0.0353883
5735,2026necmp,"New England FIRST District Championship",0,0
9055,2026necmp,"New England FIRST District Championship",1,0.0277842
8085,2026necmp,"New England FIRST District Championship",1,0.111688
2785,2026necmp,"New England FIRST District Championship",0,0
6895,2026necmp,"New England FIRST District Championship",0,0
8626,2026necmp,"New England FIRST District Championship",0,0
8046,2026necmp,"New England FIRST District Championship",1,0.586259
3146,2026necmp,"New England FIRST District Championship",1,0.0290233
6346,2026necmp,"New England FIRST District Championship",0,0
4546,2026necmp,"New England FIRST District Championship",0,0
5746,2026necmp,"New England FIRST District Championship",0,0
9056,2026necmp,"New England FIRST District Championship",0,0
5856,2026necmp,"New England FIRST District Championship",0,0
3566,2026necmp,"New England FIRST District Championship",1,0.0654228
4176,2026necmp,"New England FIRST District Championship",0,0
2876,2026necmp,"New England FIRST District Championship",1,0.0198735
9096,2026necmp,"New England FIRST District Championship",0,0
1307,2026necmp,"New England FIRST District Championship",1,0.0198735
7407,2026necmp,"New England FIRST District Championship",1,0.734551
7907,2026necmp,"New England FIRST District Championship",0,0
1027,2026necmp,"New England FIRST District Championship",0,0
7127,2026necmp,"New England FIRST District Championship",1,0.325511
1247,2026necmp,"New England FIRST District Championship",0,0
5347,2026necmp,"New England FIRST District Championship",0,0
1757,2026necmp,"New England FIRST District Championship",0,0
2067,2026necmp,"New England FIRST District Championship",1,0.903591
6367,2026necmp,"New England FIRST District Championship",0,0
3467,2026necmp,"New England FIRST District Championship",1,0.987015
8567,2026necmp,"New England FIRST District Championship",1,0.0353883
1277,2026necmp,"New England FIRST District Championship",0,0
2877,2026necmp,"New England FIRST District Championship",1,0.652156
5687,2026necmp,"New England FIRST District Championship",1,0.982974
3597,2026necmp,"New England FIRST District Championship",1,0.0223006
8708,2026necmp,"New England FIRST District Championship",1,0.0194769
6328,2026necmp,"New England FIRST District Championship",1,0.989531
4628,2026necmp,"New England FIRST District Championship",0,0
4048,2026necmp,"New England FIRST District Championship",0,0
2648,2026necmp,"New England FIRST District Championship",1,0.0198735
1058,2026necmp,"New England FIRST District Championship",1,0.585821
3958,2026necmp,"New England FIRST District Championship",0,0
2168,2026necmp,"New England FIRST District Championship",0,0
1768,2026necmp,"New England FIRST District Championship",1,0.903591
