Team #,CMP,Event,P(DCMP)
3020,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
6220,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.119289
9520,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.277091
7230,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.525041
5430,2026cancmp,FIRST California Northern State Championship,0.144124
9730,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0924839
8840,2026cancmp,FIRST California Northern State Championship,0.107495
5940,2026cancmp,FIRST California Northern State Championship,0.856682
6060,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.269883
8060,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
1160,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.540803
4160,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
6560,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.905673
5760,2026cancmp,FIRST California Northern State Championship,0.597185
4470,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.525041
9470,2026cancmp,FIRST California Northern State Championship,0.597185
8870,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.167416
3970,2026cancmp,FIRST California Northern State Championship,0.758918
1280,2026cancmp,FIRST California Northern State Championship,0.21744
4990,2026cancmp,FIRST California Northern State Championship,0.597185
4201,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.543987
3501,2026cancmp,FIRST California Northern State Championship,0.551907
4501,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.461987
9111,2026cancmp,FIRST California Northern State Championship,0.167083
4711,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
8521,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.136092
2141,2026cancmp,FIRST California Northern State Championship,0.147343
4141,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.362042
3341,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0803335
1351,2026cancmp,FIRST California Northern State Championship,0.563109
2551,2026cancmp,FIRST California Northern State Championship,0.135997
8751,2026cancmp,FIRST California Northern State Championship,0
5851,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0703505
1661,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.440122
4171,2026cancmp,FIRST California Northern State Championship,0.597185
5171,2026cancmp,FIRST California Northern State Championship,0.43982
9271,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.147633
9471,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.000549065
1671,2026cancmp,FIRST California Northern State Championship,0.865647
6981,2026cancmp,FIRST California Northern State Championship,0.597185
8891,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.28067
2102,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.332205
9202,2026cancmp,FIRST California Northern State Championship,0.144124
5012,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.522311
3512,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.540803
4322,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.680612
1622,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.180858
6822,2026cancmp,FIRST California Northern State Championship,0.09053
7042,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.269883
1452,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
9452,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
8852,2026cancmp,FIRST California Northern State Championship,0.522025
3952,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.19576
6662,2026cancmp,FIRST California Northern State Championship,0.171816
6962,2026cancmp,FIRST California Northern State Championship,0.320085
1072,2026cancmp,FIRST California Northern State Championship,0.684027
6072,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.180858
9772,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
1972,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
3482,2026cancmp,FIRST California Northern State Championship,0.330457
7413,2026cancmp,FIRST California Northern State Championship,0.597185
2813,2026cancmp,FIRST California Northern State Championship,0.720098
4123,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.626067
1323,2026cancmp,FIRST California Northern State Championship,0.856682
7323,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.167416
8033,2026cancmp,FIRST California Northern State Championship,0.866065
8533,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0905536
2543,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.586507
2643,2026cancmp,FIRST California Northern State Championship,0.282596
4643,2026cancmp,FIRST California Northern State Championship,0.144124
3863,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
2073,2026cancmp,FIRST California Northern State Championship,0.543705
2473,2026cancmp,FIRST California Northern State Championship,0.597185
3473,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
9573,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.106574
4973,2026cancmp,FIRST California Northern State Championship,0.09053
8793,2026cancmp,FIRST California Northern State Championship,0.597185
5104,2026cancmp,FIRST California Northern State Championship,0.575429
2204,2026cancmp,FIRST California Northern State Championship,0.674246
2404,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.167416
8404,2026cancmp,FIRST California Northern State Championship,0.167083
3704,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.209687
4904,2026cancmp,FIRST California Northern State Championship,0.320085
6904,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.144379
9114,2026cancmp,FIRST California Northern State Championship,0.147343
4414,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.856765
5514,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.289948
6814,2026cancmp,FIRST California Northern State Championship,0.21162
5124,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.720484
5924,2026cancmp,FIRST California Northern State Championship,0.597185
6934,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.180858
1854,2026cancmp,FIRST California Northern State Championship,0.276867
2854,2026cancmp,FIRST California Northern State Championship,0.330457
6764,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
4964,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.167416
5274,2026cancmp,FIRST California Northern State Championship,0.180452
5474,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.21769
9084,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
2584,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
9584,2026cancmp,FIRST California Northern State Championship,0.597185
6884,2026cancmp,FIRST California Northern State Championship,0.106437
2984,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
4984,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.331004
6305,2026cancmp,FIRST California Northern State Championship,0.597185
9505,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0905536
5805,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
4415,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.854281
7415,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0805032
1515,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.136092
6515,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
9615,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.106574
5025,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
9125,2026cancmp,FIRST California Northern State Championship,0.106437
3925,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0803335
2035,2026cancmp,FIRST California Northern State Championship,0.671497
2135,2026cancmp,FIRST California Northern State Championship,0.575429
4135,2026cancmp,FIRST California Northern State Championship,0.147343
5835,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.282811
3045,2026cancmp,FIRST California Northern State Championship,0.597185
8045,2026cancmp,FIRST California Northern State Championship,0.106437
7245,2026cancmp,FIRST California Northern State Championship,0.104863
3255,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
4255,2026cancmp,FIRST California Northern State Championship,0.414912
6665,2026cancmp,FIRST California Northern State Championship,0.697447
4765,2026cancmp,FIRST California Northern State Championship,0.147343
3965,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.167416
5285,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.211929
2485,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
6885,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0805032
3295,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.00042386
6695,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.144379
6995,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.9103
8006,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.140291
6506,2026cancmp,FIRST California Northern State Championship,0.106437
9706,2026cancmp,FIRST California Northern State Championship,0.119021
8016,2026cancmp,FIRST California Northern State Championship,0.395588
5026,2026cancmp,FIRST California Northern State Championship,0.87285
6036,2026cancmp,FIRST California Northern State Championship,0.478928
5136,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
1836,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.440122
3256,2026cancmp,FIRST California Northern State Championship,0.758918
4276,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
3476,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.652749
4186,2026cancmp,FIRST California Northern State Championship,0.320085
9696,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.277091
5507,2026cancmp,FIRST California Northern State Championship,0.577966
7607,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
5817,2026cancmp,FIRST California Northern State Championship,0.597185
5027,2026cancmp,FIRST California Northern State Championship,0.106437
7327,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
2827,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0079525
5137,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.512356
7137,2026cancmp,FIRST California Northern State Championship,0.479209
2637,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
7447,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0805032
3647,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
7157,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
3257,2026cancmp,FIRST California Northern State Championship,0.597185
6657,2026cancmp,FIRST California Northern State Championship,0.597185
1857,2026cancmp,FIRST California Northern State Championship,0.597185
5857,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.268593
2367,2026cancmp,FIRST California Northern State Championship,0.107495
7667,2026cancmp,FIRST California Northern State Championship,0.180452
1967,2026cancmp,FIRST California Northern State Championship,0.58627
7777,2026cancmp,FIRST California Northern State Championship,0.167083
1197,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.925165
3408,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.167416
9408,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.891222
6418,2026cancmp,FIRST California Northern State Championship,0.460811
6918,2026cancmp,FIRST California Northern State Championship,0.276867
3128,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
3328,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
7528,2026cancmp,FIRST California Northern State Championship,0.0804289
5728,2026cancmp,FIRST California Northern State Championship,0.162734
9038,2026cancmp,FIRST California Northern State Championship,0.395588
1138,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
6238,2026cancmp,FIRST California Northern State Championship,0.684027
1538,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.905673
4738,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.905673
8048,2026cancmp,FIRST California Northern State Championship,0.42868
1148,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
1458,2026cancmp,FIRST California Northern State Championship,0.597185
5458,2026cancmp,FIRST California Northern State Championship,0.36155
2658,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.106574
6658,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.21769
8768,2026cancmp,FIRST California Northern State Championship,0.355984
1868,2026cancmp,FIRST California Northern State Championship,0.457192
1678,2026cancmp,FIRST California Northern State Championship,0.686848
2288,2026cancmp,FIRST California Northern State Championship,0.457192
1388,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.806526
3598,2026cancmp,FIRST California Northern State Championship,0.597185
4698,2026cancmp,FIRST California Northern State Championship,0.575429
8898,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0803335
3309,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.461159
4019,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.224356
8119,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.525041
4419,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.449798
5419,2026cancmp,FIRST California Northern State Championship,0.737699
7419,2026cancmp,FIRST California Northern State Championship,0.597185
4619,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0
6619,2026cancmp,FIRST California Northern State Championship,0.478928
4919,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.162938
2429,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
2839,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.136092
3749,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.415321
6059,2026cancmp,FIRST California Northern State Championship,0.268224
1159,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
4159,2026cancmp,FIRST California Northern State Championship,0.468691
2659,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.461165
1759,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.000549065
3759,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
3669,2026cancmp,FIRST California Northern State Championship,0.029739
4669,2026cancmp,FIRST California Northern State Championship,0.295154
5669,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.119289
5869,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.136092
4079,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.597529
5089,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.215722
3189,2026cancmp,FIRST California Northern State Championship,0.42868
2489,2026cancmp,FIRST California Northern State Championship,0.295154
5199,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.859759
5499,2026cancmp,FIRST California Northern State Championship,0.269579
4999,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.268593
10500,2026cancmp,FIRST California Northern State Championship,0.228603
11230,2026cancmp,FIRST California Northern State Championship,0.394859
11501,2026cancmp,FIRST California Northern State Championship,0.394859
10221,2026cancmp,FIRST California Northern State Championship,0.117892
11261,2026cancmp,FIRST California Northern State Championship,0.0522938
10281,2026cancmp,FIRST California Northern State Championship,0.150145
10212,2026cancmp,FIRST California Northern State Championship,0.272872
10252,2026cancmp,FIRST California Northern State Championship,0.664872
10372,2026cancmp,FIRST California Northern State Championship,0.228603
10392,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0267564
11243,2026cancmp,FIRST California Northern State Championship,0.394859
11463,2026cancmp,FIRST California Northern State Championship,0.394859
11024,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.395192
10644,2026cancmp,FIRST California Northern State Championship,0.224342
11274,2026cancmp,FIRST California Northern State Championship,0.394859
10615,2026cancmp,FIRST California Northern State Championship,0.27248
10625,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,4.13866e-05
10336,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.224564
10936,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.395192
10166,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.665223
10586,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.224564
11096,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.395192
11296,2026cancmp,FIRST California Northern State Championship,0.394859
10147,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.665223
11247,2026cancmp,FIRST California Northern State Championship,0.394859
10658,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.224564
10339,2026cancmp,FIRST California Northern State Championship,0.311774
10059,2026cancmp,FIRST California Northern State Championship,0.664872
11459,2026cascmp,FIRST California Southern State Championship presented by Qualcomm,0.0524191
61,2026necmp,New England FIRST District Championship,0.680469
95,2026necmp,New England FIRST District Championship,0.766972
97,2026necmp,New England FIRST District Championship,0.293154
58,2026necmp,New England FIRST District Championship,0.695841
78,2026necmp,New England FIRST District Championship,0.815883
88,2026necmp,New England FIRST District Championship,0.849549
69,2026necmp,New England FIRST District Championship,0.454819
230,2026necmp,New England FIRST District Championship,0.862833
190,2026necmp,New England FIRST District Championship,0.920745
501,2026necmp,New England FIRST District Championship,0.559331
811,2026necmp,New England FIRST District Championship,0.155127
131,2026necmp,New England FIRST District Championship,0.580662
151,2026necmp,New England FIRST District Championship,0.411916
571,2026necmp,New England FIRST District Championship,0.764243
181,2026necmp,New England FIRST District Championship,0.444972
172,2026necmp,New England FIRST District Championship,0.660838
133,2026necmp,New England FIRST District Championship,0.910693
663,2026necmp,New England FIRST District Championship,0.610163
173,2026necmp,New England FIRST District Championship,0.411916
125,2026necmp,New England FIRST District Championship,0.907116
155,2026necmp,New England FIRST District Championship,0.659592
175,2026necmp,New England FIRST District Championship,0.610163
195,2026necmp,New England FIRST District Championship,0.914854
716,2026necmp,New England FIRST District Championship,0.176003
126,2026necmp,New England FIRST District Championship,0.333066
236,2026necmp,New England FIRST District Championship,0.544351
246,2026necmp,New England FIRST District Championship,0.492433
166,2026necmp,New England FIRST District Championship,0.766972
176,2026necmp,New England FIRST District Championship,0.899381
237,2026necmp,New England FIRST District Championship,0.472223
157,2026necmp,New England FIRST District Championship,0.610163
467,2026necmp,New England FIRST District Championship,0.764243
177,2026necmp,New England FIRST District Championship,0.508121
228,2026necmp,New England FIRST District Championship,0.559331
138,2026necmp,New England FIRST District Championship,0.769583
238,2026necmp,New England FIRST District Championship,0.411916
348,2026necmp,New England FIRST District Championship,0.220294
558,2026necmp,New England FIRST District Championship,0.333066
178,2026necmp,New England FIRST District Championship,0.281465
509,2026necmp,New England FIRST District Championship,0.508121
319,2026necmp,New England FIRST District Championship,0.346168
429,2026necmp,New England FIRST District Championship,0.454819
839,2026necmp,New England FIRST District Championship,0.732599
999,2026necmp,New England FIRST District Championship,0.531313
5000,2026necmp,New England FIRST District Championship,0.477735
1100,2026necmp,New England FIRST District Championship,0.692402
8410,2026necmp,New England FIRST District Championship,0.680469
9710,2026necmp,New England FIRST District Championship,0.508121
6620,2026necmp,New England FIRST District Championship,0.610163
1740,2026necmp,New England FIRST District Championship,0.370946
1350,2026necmp,New England FIRST District Championship,0.226872
7760,2026necmp,New England FIRST District Championship,0.453425
2170,2026necmp,New England FIRST District Championship,0.220294
2370,2026necmp,New England FIRST District Championship,0.732599
6690,2026necmp,New England FIRST District Championship,0.293154
9101,2026necmp,New England FIRST District Championship,0.442656
6201,2026necmp,New England FIRST District Championship,0.732599
4311,2026necmp,New England FIRST District Championship,0.488249
8421,2026necmp,New England FIRST District Championship,0.086594
1721,2026necmp,New England FIRST District Championship,0.464588
6731,2026necmp,New England FIRST District Championship,0.55522
4041,2026necmp,New England FIRST District Championship,0.843954
3461,2026necmp,New England FIRST District Championship,0.346168
1761,2026necmp,New England FIRST District Championship,0.128822
4761,2026necmp,New England FIRST District Championship,0.204909
1071,2026necmp,New England FIRST District Championship,0.610163
5491,2026necmp,New England FIRST District Championship,0.147602
6691,2026necmp,New England FIRST District Championship,0.680469
1991,2026necmp,New England FIRST District Championship,0.489465
5902,2026necmp,New England FIRST District Championship,0.610163
5112,2026necmp,New England FIRST District Championship,0.478335
1512,2026necmp,New England FIRST District Championship,0.550126
2712,2026necmp,New England FIRST District Championship,0.112727
5422,2026necmp,New England FIRST District Championship,0.610163
1922,2026necmp,New England FIRST District Championship,0.281465
5142,2026necmp,New England FIRST District Championship,0.864885
2342,2026necmp,New England FIRST District Championship,0.873966
2262,2026necmp,New England FIRST District Championship,0.176003
6762,2026necmp,New England FIRST District Championship,0.286727
5962,2026necmp,New England FIRST District Championship,0.610163
4572,2026necmp,New England FIRST District Championship,0.544351
3182,2026necmp,New England FIRST District Championship,0.610163
8013,2026necmp,New England FIRST District Championship,0.748692
2713,2026necmp,New England FIRST District Championship,0.69911
5813,2026necmp,New England FIRST District Championship,0.895129
8023,2026necmp,New England FIRST District Championship,0.660838
3323,2026necmp,New England FIRST District Championship,0.432383
2423,2026necmp,New England FIRST District Championship,0.584286
2523,2026necmp,New England FIRST District Championship,0.281465
3623,2026necmp,New England FIRST District Championship,0.610163
6333,2026necmp,New England FIRST District Championship,0.174898
6933,2026necmp,New England FIRST District Championship,0.444972
9443,2026necmp,New England FIRST District Championship,0.659592
1153,2026necmp,New England FIRST District Championship,0.862833
6153,2026necmp,New England FIRST District Championship,0.748692
7153,2026necmp,New England FIRST District Championship,0.707377
5563,2026necmp,New England FIRST District Championship,0.346319
1073,2026necmp,New England FIRST District Championship,0.769583
4473,2026necmp,New England FIRST District Championship,0.700509
9193,2026necmp,New England FIRST District Championship,0.115486
7314,2026necmp,New England FIRST District Championship,0.0868018
6324,2026necmp,New England FIRST District Championship,0.815883
8724,2026necmp,New England FIRST District Championship,0.432383
4034,2026necmp,New England FIRST District Championship,0.147602
3634,2026necmp,New England FIRST District Championship,0.281465
8544,2026necmp,New England FIRST District Championship,0.472223
9644,2026necmp,New England FIRST District Championship,0.610163
3654,2026necmp,New England FIRST District Championship,0.220294
2064,2026necmp,New England FIRST District Championship,0.610163
3464,2026necmp,New England FIRST District Championship,0.610163
4564,2026necmp,New England FIRST District Championship,0.660838
1474,2026necmp,New England FIRST District Championship,0.155127
7674,2026necmp,New England FIRST District Championship,0.261389
2084,2026necmp,New England FIRST District Championship,0.176003
5494,2026necmp,New England FIRST District Championship,0.227862
7694,2026necmp,New England FIRST District Championship,0.14966
3205,2026necmp,New England FIRST District Championship,0.283976
4905,2026necmp,New England FIRST District Championship,0.610163
4925,2026necmp,New England FIRST District Championship,0.333066
1735,2026necmp,New England FIRST District Championship,0.610163
5735,2026necmp,New England FIRST District Championship,0.411916
9055,2026necmp,New England FIRST District Championship,0.273325
8085,2026necmp,New England FIRST District Championship,0.580662
2785,2026necmp,New England FIRST District Championship,0.286727
6895,2026necmp,New England FIRST District Championship,0.176003
8626,2026necmp,New England FIRST District Championship,0.572493
8046,2026necmp,New England FIRST District Championship,0.660838
3146,2026necmp,New England FIRST District Championship,0.489465
6346,2026necmp,New England FIRST District Championship,0.333066
4546,2026necmp,New England FIRST District Championship,0.442656
5746,2026necmp,New England FIRST District Championship,0.14966
9056,2026necmp,New England FIRST District Championship,0.115486
5856,2026necmp,New England FIRST District Championship,0.14966
3566,2026necmp,New England FIRST District Championship,0.610163
4176,2026necmp,New England FIRST District Championship,0.261389
2876,2026necmp,New England FIRST District Championship,0.346168
9096,2026necmp,New England FIRST District Championship,0.155127
1307,2026necmp,New England FIRST District Championship,0.660838
7407,2026necmp,New England FIRST District Championship,0.957711
7907,2026necmp,New England FIRST District Championship,0.660838
1027,2026necmp,New England FIRST District Championship,0.0987709
7127,2026necmp,New England FIRST District Championship,0.584286
1247,2026necmp,New England FIRST District Championship,0.177703
5347,2026necmp,New England FIRST District Championship,0.610163
1757,2026necmp,New England FIRST District Championship,0.550126
2067,2026necmp,New England FIRST District Championship,0.333066
6367,2026necmp,New England FIRST District Championship,0.225862
3467,2026necmp,New England FIRST District Championship,0.920745
8567,2026necmp,New England FIRST District Championship,0.442656
1277,2026necmp,New England FIRST District Championship,0.411916
2877,2026necmp,New England FIRST District Championship,0.904302
5687,2026necmp,New England FIRST District Championship,0.957711
3597,2026necmp,New England FIRST District Championship,0.660838
8708,2026necmp,New England FIRST District Championship,0.610163
6328,2026necmp,New England FIRST District Championship,0.610163
4628,2026necmp,New England FIRST District Championship,0.174898
4048,2026necmp,New England FIRST District Championship,0.603488
2648,2026necmp,New England FIRST District Championship,0.660838
1058,2026necmp,New England FIRST District Championship,0.659592
3958,2026necmp,New England FIRST District Championship,0.086594
2168,2026necmp,New England FIRST District Championship,0.308643
1768,2026necmp,New England FIRST District Championship,0.700509
8709,2026necmp,New England FIRST District Championship,0.267731
4909,2026necmp,New England FIRST District Championship,0.957711
1119,2026necmp,New England FIRST District Championship,0.610163
3719,2026necmp,New England FIRST District Championship,0.128822
6329,2026necmp,New England FIRST District Championship,0.957711
1729,2026necmp,New England FIRST District Championship,0.472223
9729,2026necmp,New England FIRST District Championship,0.610163
5459,2026necmp,New England FIRST District Championship,0.550126
4169,2026necmp,New England FIRST District Championship,0.610163
2079,2026necmp,New England FIRST District Championship,0.370946
8889,2026necmp,New England FIRST District Championship,0.488249
1099,2026necmp,New England FIRST District Championship,0.610163
1699,2026necmp,New England FIRST District Championship,0.690003
