Team #,CMP,Event,P(DCMP),P(CMP)
8840,2026cancmp,"FIRST California Northern State Championship",0.132515,0.0111859
5940,2026cancmp,"FIRST California Northern State Championship",1,0.980562
6060,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.834429,0.13987
8060,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0572105,0.00281694
1160,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.827778,0.111082
4160,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
6560,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.401985,0.0341865
5760,2026cancmp,"FIRST California Northern State Championship",0.772641,0.13711
4470,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0572105,0.00281694
9470,2026cancmp,"FIRST California Northern State Championship",1,0.96476
8870,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0639612,0.00432208
3970,2026cancmp,"FIRST California Northern State Championship",1,0.518397
1280,2026cancmp,"FIRST California Northern State Championship",0,0
4990,2026cancmp,"FIRST California Northern State Championship",0.605878,0.0334539
4201,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.757786
3501,2026cancmp,"FIRST California Northern State Championship",0.619117,0.087246
4501,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0434801,0.00168143
9111,2026cancmp,"FIRST California Northern State Championship",0.183554,0.0199931
4711,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
8521,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.00666719,0.000187344
2141,2026cancmp,"FIRST California Northern State Championship",0.0153071,0.00100171
4141,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.364998,0.0555861
3341,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0572105,0.00281694
1351,2026cancmp,"FIRST California Northern State Championship",0.299766,0.030359
2551,2026cancmp,"FIRST California Northern State Championship",0.528051,0.0713891
8751,2026cancmp,"FIRST California Northern State Championship",0,0
5851,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0748412,0.00399696
1661,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.00571607,1.32314e-05
4171,2026cancmp,"FIRST California Northern State Championship",0.587544,0.0969821
5171,2026cancmp,"FIRST California Northern State Championship",0.35956,0.0430937
9271,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.271421,0.0183057
9471,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",3.94212e-05,9.12512e-08
1671,2026cancmp,"FIRST California Northern State Championship",1,0.106094
6981,2026cancmp,"FIRST California Northern State Championship",0,0
8891,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0572105,0.00281694
2102,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.823335
9202,2026cancmp,"FIRST California Northern State Championship",0.112057,0.0114634
5012,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.362097,0.0272597
3512,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.999025,0.435713
4322,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.78285,0.0929243
1622,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0431735,0.00201787
6822,2026cancmp,"FIRST California Northern State Championship",0.0052535,0.000351878
7042,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.901695,0.204914
1452,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0572105,0.00281694
9452,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.368055
8852,2026cancmp,"FIRST California Northern State Championship",0.230447,0.0229025
3952,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.213822,0.0270883
6662,2026cancmp,"FIRST California Northern State Championship",0.710819,0.135408
6962,2026cancmp,"FIRST California Northern State Championship",0.965091,0.341407
1072,2026cancmp,"FIRST California Northern State Championship",0.688416,0.106243
6072,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0431735,0.00201787
9772,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0572105,0.00281694
1972,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
3482,2026cancmp,"FIRST California Northern State Championship",0.00180347,0.000106141
7413,2026cancmp,"FIRST California Northern State Championship",0.458066,0.054068
2813,2026cancmp,"FIRST California Northern State Championship",0.587544,0.0969821
4123,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.995542,0.34263
1323,2026cancmp,"FIRST California Northern State Championship",1,0.935859
7323,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0572105,0.00281694
8033,2026cancmp,"FIRST California Northern State Championship",1,0.432085
8533,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0639612,0.00432208
2543,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.518612,0.0478346
2643,2026cancmp,"FIRST California Northern State Championship",0.299766,0.030359
4643,2026cancmp,"FIRST California Northern State Championship",0,0
3863,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.00913836,0.000491088
2073,2026cancmp,"FIRST California Northern State Championship",0.35956,0.0430937
2473,2026cancmp,"FIRST California Northern State Championship",0.357501,0.042299
3473,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0118191,0.000658153
9573,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0161571,0.000601081
4973,2026cancmp,"FIRST California Northern State Championship",0.0153071,0.00100171
8793,2026cancmp,"FIRST California Northern State Championship",0.991924,0.43534
5104,2026cancmp,"FIRST California Northern State Championship",0.991924,0.43534
2204,2026cancmp,"FIRST California Northern State Championship",0.926854,0.208048
2404,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.183788,0.0219818
8404,2026cancmp,"FIRST California Northern State Championship",0.000328728,1.50788e-05
3704,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.135327,0.00702615
4904,2026cancmp,"FIRST California Northern State Championship",0.183554,0.0199931
6904,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.00913836,0.000491088
9114,2026cancmp,"FIRST California Northern State Championship",0.0180164,0.00149462
4414,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.935859
5514,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.783699,0.103762
6814,2026cancmp,"FIRST California Northern State Championship",0.869937,0.24151
5124,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0434801,0.00168143
5924,2026cancmp,"FIRST California Northern State Championship",0.35956,0.0430937
6934,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.406283,0.0304626
1854,2026cancmp,"FIRST California Northern State Championship",0.00180347,0.000106141
2854,2026cancmp,"FIRST California Northern State Championship",0.299766,0.030359
6764,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
4964,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0639612,0.00432208
5274,2026cancmp,"FIRST California Northern State Championship",0.0733756,0.00482437
5474,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.834429,0.13987
9084,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.552067,0.0500762
2584,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.119877
9584,2026cancmp,"FIRST California Northern State Championship",0.528051,0.0713891
6884,2026cancmp,"FIRST California Northern State Championship",0.458066,0.054068
2984,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.833361,0.021313
4984,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.271421,0.0183057
6305,2026cancmp,"FIRST California Northern State Championship",0.587544,0.0969821
9505,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0364096,0.00191626
5805,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.834429,0.13987
4415,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.552067,0.0500762
7415,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.739799
1515,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0118191,0.000658153
6515,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.261143,0.010411
9615,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0364096,0.00191626
5025,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
9125,2026cancmp,"FIRST California Northern State Championship",0.0731751,0.00503997
3925,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.465966,0.036022
2035,2026cancmp,"FIRST California Northern State Championship",0.183554,0.0199931
2135,2026cancmp,"FIRST California Northern State Championship",0.646226,0.0993541
4135,2026cancmp,"FIRST California Northern State Championship",0.132515,0.0111859
5835,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0434801,0.00168143
3045,2026cancmp,"FIRST California Northern State Championship",0.619117,0.087246
8045,2026cancmp,"FIRST California Northern State Championship",0.0052535,0.000351878
7245,2026cancmp,"FIRST California Northern State Championship",0.00403338,0.000376404
3255,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.538828
4255,2026cancmp,"FIRST California Northern State Championship",0.341994,0.0650452
6665,2026cancmp,"FIRST California Northern State Championship",0.893916,0.196496
4765,2026cancmp,"FIRST California Northern State Championship",0.132515,0.0111859
3965,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.285125,0.0234561
5285,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.690412,0.0770719
2485,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.174604
6885,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0364096,0.00191626
3295,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.000361159,9.36732e-06
6695,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.552067,0.0500762
6995,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.672894
8006,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0434801,0.00168143
6506,2026cancmp,"FIRST California Northern State Championship",0.357501,0.042299
9706,2026cancmp,"FIRST California Northern State Championship",0.0811312,0.00744285
8016,2026cancmp,"FIRST California Northern State Championship",0.619117,0.087246
5026,2026cancmp,"FIRST California Northern State Championship",0.839512,0.202575
6036,2026cancmp,"FIRST California Northern State Championship",1,0.518397
5136,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.050498
1836,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.645976,0.060491
3256,2026cancmp,"FIRST California Northern State Championship",1,0.521046
4276,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0161571,0.000601081
3476,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.935859
4186,2026cancmp,"FIRST California Northern State Championship",0.0318757,0.00325231
9696,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.00666719,0.000187344
5507,2026cancmp,"FIRST California Northern State Championship",0.458066,0.054068
7607,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
5817,2026cancmp,"FIRST California Northern State Championship",1,0.73774
5027,2026cancmp,"FIRST California Northern State Championship",0,0
7327,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
2827,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
5137,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.5887,0.0537444
7137,2026cancmp,"FIRST California Northern State Championship",0.928098,0.21607
2637,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.935859
7447,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0906934,0.0128963
3647,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.154421
7157,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.552067,0.0500762
3257,2026cancmp,"FIRST California Northern State Championship",1,0.313237
6657,2026cancmp,"FIRST California Northern State Championship",0.230447,0.0229025
1857,2026cancmp,"FIRST California Northern State Championship",0.317598,0.0228033
5857,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0364096,0.00191626
2367,2026cancmp,"FIRST California Northern State Championship",0.00180347,0.000106141
7667,2026cancmp,"FIRST California Northern State Championship",0.965091,0.341407
1967,2026cancmp,"FIRST California Northern State Championship",0.0733756,0.00482437
7777,2026cancmp,"FIRST California Northern State Championship",0.133984,0.0200959
1197,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.783699,0.103762
3408,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.362097,0.0272597
9408,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.921257
6418,2026cancmp,"FIRST California Northern State Championship",0.646226,0.0993541
6918,2026cancmp,"FIRST California Northern State Championship",0.00180347,0.000106141
3128,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.97566
3328,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0572105,0.00281694
7528,2026cancmp,"FIRST California Northern State Championship",0.00403338,0.000376404
5728,2026cancmp,"FIRST California Northern State Championship",0.00299587,0.000262941
9038,2026cancmp,"FIRST California Northern State Championship",0.412123,0.0473906
1138,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.272361
6238,2026cancmp,"FIRST California Northern State Championship",0.412123,0.0473906
1538,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.995542,0.34263
4738,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.552067,0.0500762
8048,2026cancmp,"FIRST California Northern State Championship",0.230447,0.0229025
1148,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.999025,0.435713
1458,2026cancmp,"FIRST California Northern State Championship",0.528051,0.0713891
5458,2026cancmp,"FIRST California Northern State Championship",0.299766,0.030359
2658,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.983714,0.281351
6658,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.230453,0.0313088
8768,2026cancmp,"FIRST California Northern State Championship",0.276873,0.0558328
1868,2026cancmp,"FIRST California Northern State Championship",0.710819,0.135408
1678,2026cancmp,"FIRST California Northern State Championship",1,0.99355
2288,2026cancmp,"FIRST California Northern State Championship",0.0141074,0.00122416
1388,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.518612,0.0478346
3598,2026cancmp,"FIRST California Northern State Championship",1,0.122348
4698,2026cancmp,"FIRST California Northern State Championship",1,0.586184
8898,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0118191,0.000658153
3309,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.135327,0.00702615
4019,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
8119,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",1,0.244875
4419,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.834429,0.13987
5419,2026cancmp,"FIRST California Northern State Championship",0.412123,0.0473906
7419,2026cancmp,"FIRST California Northern State Championship",0.999995,0.39127
4619,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
6619,2026cancmp,"FIRST California Northern State Championship",0.00403338,0.000376404
4919,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0364096,0.00191626
2429,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.933887,0.243795
2839,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.00666719,0.000187344
3749,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.156651,0.00958569
6059,2026cancmp,"FIRST California Northern State Championship",0.127193,0.0121646
1159,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
4159,2026cancmp,"FIRST California Northern State Championship",0.0733756,0.00482437
2659,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.484914,0.0797169
1759,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
3759,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
3669,2026cancmp,"FIRST California Northern State Championship",0.0159072,0.00106432
4669,2026cancmp,"FIRST California Northern State Championship",0.00180347,0.000106141
5669,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0364096,0.00191626
5869,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0434801,0.00168143
4079,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.552067,0.0500762
5089,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.406283,0.0304626
3189,2026cancmp,"FIRST California Northern State Championship",0.35956,0.0430937
2489,2026cancmp,"FIRST California Northern State Championship",0.0121342,0.000457522
5199,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.999025,0.435713
5499,2026cancmp,"FIRST California Northern State Championship",0.0153071,0.00100171
4999,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.889585,0.187643
10500,2026cancmp,"FIRST California Northern State Championship",0.0071541,0.000722772
11230,2026cancmp,"FIRST California Northern State Championship",0.0237507,0.00145632
11501,2026cancmp,"FIRST California Northern State Championship",0.0335737,0.00274162
10221,2026cancmp,"FIRST California Northern State Championship",0.0340371,0.00270074
11261,2026cancmp,"FIRST California Northern State Championship",0.0335737,0.00274162
10281,2026cancmp,"FIRST California Northern State Championship",0.384788,0.0459312
10212,2026cancmp,"FIRST California Northern State Championship",0.0162111,0.000950529
10252,2026cancmp,"FIRST California Northern State Championship",0.258307,0.0250212
10372,2026cancmp,"FIRST California Northern State Championship",0.0340371,0.00270074
10392,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
11243,2026cancmp,"FIRST California Northern State Championship",0.348483,0.0335654
11463,2026cancmp,"FIRST California Northern State Championship",0.231174,0.021886
11024,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.750847,0.0779549
10644,2026cancmp,"FIRST California Northern State Championship",0.11119,0.00924607
11274,2026cancmp,"FIRST California Northern State Championship",0.29241,0.0317219
10615,2026cancmp,"FIRST California Northern State Championship",0.11119,0.00924607
10625,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
10336,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.245561,0.0301667
10936,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.12538,0.00679543
10166,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0629084,0.00365223
10586,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.305825,0.0237401
11096,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.256332,0.0187479
11296,2026cancmp,"FIRST California Northern State Championship",0.0780765,0.00534539
10147,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.0629084,0.00365223
11247,2026cancmp,"FIRST California Northern State Championship",0.0382948,0.00235629
10658,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0.245561,0.0301667
10339,2026cancmp,"FIRST California Northern State Championship",0.271572,0.0334604
10059,2026cancmp,"FIRST California Northern State Championship",0.21667,0.0196728
11459,2026cascmp,"FIRST California Southern State Championship presented by Qualcomm",0,0
61,2026necmp,"New England FIRST District Championship",0.544925,0.0105453
95,2026necmp,"New England FIRST District Championship",1,0.663268
97,2026necmp,"New England FIRST District Championship",0.0328931,0.000823538
58,2026necmp,"New England FIRST District Championship",0.808204,0.0984741
78,2026necmp,"New England FIRST District Championship",1,0.0906133
88,2026necmp,"New England FIRST District Championship",0.899813,0.122903
69,2026necmp,"New England FIRST District Championship",0.645853,0.0518556
230,2026necmp,"New England FIRST District Championship",1,0.25564
190,2026necmp,"New England FIRST District Championship",1,0.650043
501,2026necmp,"New England FIRST District Championship",0.113722,0.00387103
811,2026necmp,"New England FIRST District Championship",0.360321,0.0217398
131,2026necmp,"New England FIRST District Championship",1,0.351539
151,2026necmp,"New England FIRST District Championship",0.319781,0.0165322
571,2026necmp,"New England FIRST District Championship",0.729313,0.0717414
181,2026necmp,"New England FIRST District Championship",0.0328931,0.000823538
172,2026necmp,"New England FIRST District Championship",0.899813,0.122903
133,2026necmp,"New England FIRST District Championship",0.79639,0.0760512
663,2026necmp,"New England FIRST District Championship",0,0
173,2026necmp,"New England FIRST District Championship",1,0.0966334
125,2026necmp,"New England FIRST District Championship",1,0.897204
155,2026necmp,"New England FIRST District Championship",0.645853,0.0518556
175,2026necmp,"New England FIRST District Championship",0.729313,0.0717414
195,2026necmp,"New England FIRST District Championship",1,0.796698
716,2026necmp,"New England FIRST District Championship",0.0272691,0.00101929
126,2026necmp,"New England FIRST District Championship",0.0451704,0.00140514
236,2026necmp,"New England FIRST District Championship",0.993667,0.269232
246,2026necmp,"New England FIRST District Championship",0.645853,0.0518556
166,2026necmp,"New England FIRST District Championship",1,0.431804
176,2026necmp,"New England FIRST District Championship",1,0.972835
237,2026necmp,"New England FIRST District Championship",0.411346,0.0217621
157,2026necmp,"New England FIRST District Championship",0.595419,0.0393169
467,2026necmp,"New England FIRST District Championship",0.645853,0.0518556
177,2026necmp,"New England FIRST District Championship",0.360321,0.0217398
228,2026necmp,"New England FIRST District Championship",0.962417,0.152206
138,2026necmp,"New England FIRST District Championship",0.241461,0.01095
238,2026necmp,"New England FIRST District Championship",1,0.635101
348,2026necmp,"New England FIRST District Championship",1,0.0906133
558,2026necmp,"New England FIRST District Championship",0.84729,0.0979534
178,2026necmp,"New England FIRST District Championship",0.645853,0.0518556
509,2026necmp,"New England FIRST District Championship",0.645853,0.0518556
319,2026necmp,"New England FIRST District Championship",0.729313,0.0717414
429,2026necmp,"New England FIRST District Championship",0.487068,0.0315923
839,2026necmp,"New England FIRST District Championship",0.79639,0.0760512
999,2026necmp,"New England FIRST District Championship",0.487068,0.0315923
5000,2026necmp,"New England FIRST District Championship",1,0.455231
1100,2026necmp,"New England FIRST District Championship",0.84729,0.0979534
8410,2026necmp,"New England FIRST District Championship",0.241461,0.01095
9710,2026necmp,"New England FIRST District Championship",0.996251,0.355707
6620,2026necmp,"New England FIRST District Championship",0,0
1740,2026necmp,"New England FIRST District Championship",0.0451704,0.00140514
1350,2026necmp,"New England FIRST District Championship",0.0990104,0.00380188
7760,2026necmp,"New England FIRST District Championship",0.0257344,0.00330817
2170,2026necmp,"New England FIRST District Championship",0.780347,0.0717247
2370,2026necmp,"New England FIRST District Championship",1,0.663268
6690,2026necmp,"New England FIRST District Championship",0.00681554,0.000231294
9101,2026necmp,"New England FIRST District Championship",0.0122122,0.000384343
6201,2026necmp,"New England FIRST District Championship",0.84729,0.0979534
4311,2026necmp,"New England FIRST District Championship",0.532201,0.0342228
8421,2026necmp,"New England FIRST District Championship",0.0122122,0.000384343
1721,2026necmp,"New England FIRST District Championship",0.0328931,0.000823538
6731,2026necmp,"New England FIRST District Championship",0.0451704,0.00140514
4041,2026necmp,"New England FIRST District Championship",0.980723,0.216106
3461,2026necmp,"New England FIRST District Championship",0.0990104,0.00380188
1761,2026necmp,"New England FIRST District Championship",0.0122122,0.000384343
4761,2026necmp,"New England FIRST District Championship",0.411346,0.0217621
1071,2026necmp,"New England FIRST District Championship",0.978518,0.0275202
5491,2026necmp,"New England FIRST District Championship",0.123504,0.0158399
6691,2026necmp,"New England FIRST District Championship",0.0503891,0.00252718
1991,2026necmp,"New England FIRST District Championship",0.00970222,0.000223059
5902,2026necmp,"New England FIRST District Championship",0.0990104,0.00380188
5112,2026necmp,"New England FIRST District Championship",0.595419,0.0393169
1512,2026necmp,"New England FIRST District Championship",0.509007,0.104395
2712,2026necmp,"New England FIRST District Championship",0.00452924,7.72284e-05
5422,2026necmp,"New England FIRST District Championship",0.980723,0.216106
1922,2026necmp,"New England FIRST District Championship",0.962417,0.152206
5142,2026necmp,"New England FIRST District Championship",0.0292371,0.000903786
2342,2026necmp,"New England FIRST District Championship",0.191051,0.00822549
2262,2026necmp,"New England FIRST District Championship",0.0272691,0.00101929
6762,2026necmp,"New England FIRST District Championship",0.276486,0.0375458
5962,2026necmp,"New England FIRST District Championship",0.90515,0.143494
4572,2026necmp,"New England FIRST District Championship",0.808204,0.0984741
3182,2026necmp,"New England FIRST District Championship",0.360321,0.0217398
